"Label (Grouping)","Total:","Total:!!Black or African American alone"
"Census Tract 5780; Wayne County; Michigan","",""
"    Estimate","2,667","28"
"Census Tract 5785; Wayne County; Michigan","",""
"    Estimate","6,908","964"
"Census Tract 5786; Wayne County; Michigan","",""
"    Estimate","5,697","608"
"Census Tract 5791; Wayne County; Michigan","",""
"    Estimate","1,380","267"
"Census Tract 5792; Wayne County; Michigan","",""
"    Estimate","3,261","792"
"Census Tract 5793; Wayne County; Michigan","",""
"    Estimate","2,451","2,119"
"Census Tract 5795.01; Wayne County; Michigan","",""
"    Estimate","1,679","377"
"Census Tract 5796; Wayne County; Michigan","",""
"    Estimate","3,495","2,837"
"Census Tract 5797; Wayne County; Michigan","",""
"    Estimate","2,589","479"
"Census Tract 5798; Wayne County; Michigan","",""
"    Estimate","1,407","419"
"Census Tract 5799; Wayne County; Michigan","",""
"    Estimate","5,975","166"
"Census Tract 5801; Wayne County; Michigan","",""
"    Estimate","2,067","93"
"Census Tract 5802; Wayne County; Michigan","",""
"    Estimate","2,507","25"
"Census Tract 5803; Wayne County; Michigan","",""
"    Estimate","2,765","59"
"Census Tract 5804; Wayne County; Michigan","",""
"    Estimate","2,457","0"
"Census Tract 5805; Wayne County; Michigan","",""
"    Estimate","2,875","2"
"Census Tract 5806; Wayne County; Michigan","",""
"    Estimate","3,172","77"
"Census Tract 5807; Wayne County; Michigan","",""
"    Estimate","3,606","96"
"Census Tract 5808; Wayne County; Michigan","",""
"    Estimate","1,261","1"
"Census Tract 5809; Wayne County; Michigan","",""
"    Estimate","3,883","158"
"Census Tract 5811.01; Wayne County; Michigan","",""
"    Estimate","3,603","417"
"Census Tract 5812; Wayne County; Michigan","",""
"    Estimate","3,423","292"
"Census Tract 5815; Wayne County; Michigan","",""
"    Estimate","2,267","50"
"Census Tract 5816; Wayne County; Michigan","",""
"    Estimate","5,886","954"
"Census Tract 5818; Wayne County; Michigan","",""
"    Estimate","2,856","358"
"Census Tract 5819; Wayne County; Michigan","",""
"    Estimate","4,488","89"
"Census Tract 5820; Wayne County; Michigan","",""
"    Estimate","2,877","234"
"Census Tract 5821; Wayne County; Michigan","",""
"    Estimate","4,151","60"
"Census Tract 5830.01; Wayne County; Michigan","",""
"    Estimate","2,541","132"
"Census Tract 5831.01; Wayne County; Michigan","",""
"    Estimate","3,302","502"
"Census Tract 5832; Wayne County; Michigan","",""
"    Estimate","2,515","395"
"Census Tract 5833; Wayne County; Michigan","",""
"    Estimate","2,590","123"
"Census Tract 5834; Wayne County; Michigan","",""
"    Estimate","5,170","352"
"Census Tract 5835; Wayne County; Michigan","",""
"    Estimate","2,580","174"
"Census Tract 5836; Wayne County; Michigan","",""
"    Estimate","3,101","276"
"Census Tract 5837; Wayne County; Michigan","",""
"    Estimate","3,817","759"
"Census Tract 5838; Wayne County; Michigan","",""
"    Estimate","4,685","784"
"Census Tract 5839; Wayne County; Michigan","",""
"    Estimate","4,166","1,377"
"Census Tract 5840; Wayne County; Michigan","",""
"    Estimate","4,406","579"
"Census Tract 5841; Wayne County; Michigan","",""
"    Estimate","1,639","43"
"Census Tract 5842; Wayne County; Michigan","",""
"    Estimate","3,720","1,027"
"Census Tract 5843; Wayne County; Michigan","",""
"    Estimate","2,051","475"
"Census Tract 5844; Wayne County; Michigan","",""
"    Estimate","2,500","290"
"Census Tract 5845.01; Wayne County; Michigan","",""
"    Estimate","2,514","565"
"Census Tract 5846; Wayne County; Michigan","",""
"    Estimate","2,213","693"
"Census Tract 5847; Wayne County; Michigan","",""
"    Estimate","2,312","138"
"Census Tract 5848.01; Wayne County; Michigan","",""
"    Estimate","3,578","2,277"
"Census Tract 5848.02; Wayne County; Michigan","",""
"    Estimate","2,915","1,331"
"Census Tract 5855; Wayne County; Michigan","",""
"    Estimate","1,616","135"
"Census Tract 5856; Wayne County; Michigan","",""
"    Estimate","3,910","3,216"
"Census Tract 5857; Wayne County; Michigan","",""
"    Estimate","2,112","1,069"
"Census Tract 5858; Wayne County; Michigan","",""
"    Estimate","5,402","2,907"
"Census Tract 5859; Wayne County; Michigan","",""
"    Estimate","2,717","812"
"Census Tract 5862.01; Wayne County; Michigan","",""
"    Estimate","7,363","2,680"
"Census Tract 5863; Wayne County; Michigan","",""
"    Estimate","1,815","192"
"Census Tract 5870; Wayne County; Michigan","",""
"    Estimate","3,961","627"
"Census Tract 5879; Wayne County; Michigan","",""
"    Estimate","6,693","2,539"
"Census Tract 5880.01; Wayne County; Michigan","",""
"    Estimate","3,546","1,313"
"Census Tract 5880.02; Wayne County; Michigan","",""
"    Estimate","2,994","439"
"Census Tract 5881.01; Wayne County; Michigan","",""
"    Estimate","1,782","311"
"Census Tract 5881.02; Wayne County; Michigan","",""
"    Estimate","1,191","65"
"Census Tract 5882; Wayne County; Michigan","",""
"    Estimate","2,915","1,175"
"Census Tract 5883; Wayne County; Michigan","",""
"    Estimate","5,625","604"
"Census Tract 5884; Wayne County; Michigan","",""
"    Estimate","5,337","1,611"
"Census Tract 5893; Wayne County; Michigan","",""
"    Estimate","3,657","286"
"Census Tract 5894.01; Wayne County; Michigan","",""
"    Estimate","2,703","62"
"Census Tract 5894.02; Wayne County; Michigan","",""
"    Estimate","3,228","619"
"Census Tract 5904.01; Wayne County; Michigan","",""
"    Estimate","8,769","435"
"Census Tract 5905; Wayne County; Michigan","",""
"    Estimate","5,462","292"
"Census Tract 5906; Wayne County; Michigan","",""
"    Estimate","2,564","90"
"Census Tract 5915.01; Wayne County; Michigan","",""
"    Estimate","4,054","523"
"Census Tract 5915.02; Wayne County; Michigan","",""
"    Estimate","3,419","227"
"Census Tract 5916; Wayne County; Michigan","",""
"    Estimate","2,112","390"
"Census Tract 5917; Wayne County; Michigan","",""
"    Estimate","6,742","569"
"Census Tract 5918; Wayne County; Michigan","",""
"    Estimate","6,634","916"
"Census Tract 5919; Wayne County; Michigan","",""
"    Estimate","5,325","104"
"Census Tract 5920; Wayne County; Michigan","",""
"    Estimate","4,636","20"
"Census Tract 5930.01; Wayne County; Michigan","",""
"    Estimate","5,370","405"
"Census Tract 5932; Wayne County; Michigan","",""
"    Estimate","3,636","312"
"Census Tract 5933.01; Wayne County; Michigan","",""
"    Estimate","3,755","179"
"Census Tract 5940; Wayne County; Michigan","",""
"    Estimate","2,529","313"
"Census Tract 5941; Wayne County; Michigan","",""
"    Estimate","4,045","4"
"Census Tract 5942; Wayne County; Michigan","",""
"    Estimate","2,541","0"
"Census Tract 5943; Wayne County; Michigan","",""
"    Estimate","3,010","10"
"Census Tract 5944.01; Wayne County; Michigan","",""
"    Estimate","2,909","82"
"Census Tract 5945; Wayne County; Michigan","",""
"    Estimate","3,208","189"
"Census Tract 5950; Wayne County; Michigan","",""
"    Estimate","3,835","20"
"Census Tract 5951; Wayne County; Michigan","",""
"    Estimate","5,475","906"
"Census Tract 5952.01; Wayne County; Michigan","",""
"    Estimate","2,959","99"
"Census Tract 5961; Wayne County; Michigan","",""
"    Estimate","3,555","250"
"Census Tract 5962; Wayne County; Michigan","",""
"    Estimate","4,326","41"
"Census Tract 5963; Wayne County; Michigan","",""
"    Estimate","2,722","8"
"Census Tract 5970; Wayne County; Michigan","",""
"    Estimate","4,937","191"
"Census Tract 5980; Wayne County; Michigan","",""
"    Estimate","3,189","1"
"Census Tract 5990.01; Wayne County; Michigan","",""
"    Estimate","5,313","652"
"Census Tract 5991; Wayne County; Michigan","",""
"    Estimate","5,080","20"
"Census Tract 9817; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9818; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9819.01; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9819.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9820; Wayne County; Michigan","",""
"    Estimate","25","0"
"Census Tract 9821.01; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9821.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9822; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9823.01; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9823.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9824; Wayne County; Michigan","",""
"    Estimate","90","11"
"Census Tract 9825; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9826; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9827; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9829; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9831; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9832; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9833.01; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9833.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9834; Wayne County; Michigan","",""
"    Estimate","372","112"
"Census Tract 9836; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9837; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9838; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9839.01; Wayne County; Michigan","",""
"    Estimate","20","12"
"Census Tract 9839.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9839.03; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9841; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9842; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9850; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9851; Wayne County; Michigan","",""
"    Estimate","332","219"
"Census Tract 9852; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9853; Wayne County; Michigan","",""
"    Estimate","209","82"
"Census Tract 9854; Wayne County; Michigan","",""
"    Estimate","16","0"
"Census Tract 9855; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9856; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9857; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9858; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9859; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9861; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9862; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9863; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9864; Wayne County; Michigan","",""
"    Estimate","28","0"
"Census Tract 9865.01; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9865.02; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9866; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9870; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9901; Wayne County; Michigan","",""
"    Estimate","0","0"
"Census Tract 9902; Wayne County; Michigan","",""
"    Estimate","0","0"
